Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
178,902206040,50,7,50,5500,1,0,3,0,3,1,2,20,2,2,0,1,5,7,1929,2001,1,1,15,17,0,0,2,2,5,4,3,0,4,368,1,0,304,864,1,2,1,5,926,0,390,1117,0,0,1,1,3,1,2,6,7,0,0,6,1955,1,2,484,3,3,2,0,0,0,0,0,0,0.0,0,0,0,4,2010,0,0,130000
1341,903230110,50,7,60,5520,1,0,2,0,3,3,2,3,1,2,0,1,5,7,1920,1997,1,1,0,0,0,0,2,3,5,4,3,0,4,369,1,0,338,864,1,2,1,5,565,651,0,1117,1,0,1,0,3,1,2,6,7,1,4,4,1955,2,1,355,2,3,2,0,0,180,0,0,0,0.0,3,0,0,4,2008,0,0,115000
1368,903476110,50,7,60,5586,1,0,2,1,3,0,2,20,1,2,0,1,6,7,1920,1998,1,1,8,8,0,0,2,2,5,4,3,0,4,467,1,0,340,864,1,3,1,5,1088,110,0,1118,0,0,1,0,4,1,2,7,7,0,0,0,1955,0,0,0,0,0,0,0,98,0,0,0,0,0.0,3,0,0,9,2008,8,1,79900
2030,903430050,50,7,40,5680,1,1,3,0,3,0,2,20,2,2,0,1,5,3,1901,1950,1,1,0,0,0,0,2,2,4,4,3,1,4,476,1,0,348,864,1,2,0,4,969,245,0,1118,1,0,2,0,2,1,2,6,7,0,0,6,1956,1,1,216,3,3,0,0,0,77,0,0,0,0.0,3,0,0,9,2007,0,2,117000
696,902103170,50,7,52,5720,1,0,3,0,3,0,2,20,0,2,0,1,5,6,1941,1950,1,1,15,17,0,0,2,2,4,4,3,1,4,480,1,0,380,864,1,4,1,5,676,455,0,1120,1,0,2,0,3,1,2,5,7,0,0,6,1956,1,1,200,3,3,2,26,0,0,0,0,0,0.0,0,0,0,8,2009,0,1,66500
1299,902136110,50,7,44,5914,1,1,3,0,3,0,2,20,2,2,0,1,5,9,1890,1996,1,1,15,6,0,0,2,2,5,4,3,1,6,522,1,0,384,864,1,3,1,5,684,396,0,1121,0,0,1,0,3,1,3,5,7,0,0,0,1957,0,0,0,0,0,0,0,165,30,0,0,0,0.0,0,0,0,9,2008,0,0,95000
710,902205030,50,7,50,5925,1,0,3,0,3,0,2,20,2,2,0,1,3,6,1910,1950,1,1,14,14,0,0,2,2,5,4,3,1,6,539,1,0,396,864,3,1,0,5,600,368,0,1121,1,0,1,0,2,1,2,6,7,0,0,0,1957,0,0,0,0,0,2,0,0,0,0,0,0,0.0,2,0,0,5,2009,0,1,37900
1985,902205020,50,7,50,5925,1,0,3,0,3,0,2,20,2,2,0,1,4,6,1900,1950,1,1,8,8,0,0,2,2,5,4,3,1,6,553,1,0,403,864,1,3,0,5,761,380,0,1123,0,0,1,1,3,1,2,6,7,0,0,6,1957,1,1,252,2,2,2,0,0,96,0,0,0,0.0,0,0,0,5,2007,6,0,85000
1546,910201130,50,7,60,6000,1,0,3,0,3,0,2,11,2,2,0,1,6,8,1940,2006,1,1,14,14,0,0,2,2,4,4,3,1,6,560,1,0,405,864,1,3,1,5,760,330,0,1124,0,0,1,0,3,1,2,5,7,0,0,6,1958,1,1,240,3,3,2,0,0,0,0,0,0,0.0,0,0,0,7,2008,0,0,120000
195,903226160,50,7,50,6000,1,0,3,0,3,0,2,3,2,2,0,1,6,7,1939,1950,1,1,8,8,0,0,2,2,5,4,3,1,6,570,1,0,405,864,1,2,1,5,608,524,0,1125,1,0,1,0,2,1,2,5,7,0,0,6,1958,1,1,240,3,3,2,0,0,128,0,0,0,0.0,3,0,0,4,2010,0,1,134000
738,903228070,50,7,60,6000,1,0,3,0,3,1,2,3,2,2,0,1,5,5,1924,1950,1,1,13,13,0,0,2,2,5,4,3,1,6,600,1,0,405,864,1,3,1,5,822,320,0,1126,0,0,1,1,3,1,2,6,7,0,0,2,1958,3,1,320,3,3,2,0,0,98,0,0,0,0.0,0,0,0,6,2009,0,0,93000
1337,903227080,50,7,50,6000,1,0,3,0,3,1,2,3,2,2,0,1,6,7,1929,1950,1,1,16,15,0,0,2,2,5,4,3,1,6,638,1,0,422,864,1,2,1,5,950,208,0,1127,0,0,1,0,3,1,2,5,7,1,4,4,1958,2,1,208,3,3,2,0,0,112,0,0,0,0.0,0,0,0,7,2008,0,0,120000
735,903226170,50,7,50,6000,1,0,3,0,3,0,2,3,2,2,0,1,6,9,1937,2000,1,1,8,8,0,0,2,2,5,4,3,1,6,648,1,0,444,864,1,2,1,5,786,390,0,1128,0,0,2,0,2,1,2,4,7,0,0,6,1958,1,2,624,3,3,0,210,0,0,0,0,0,0.0,0,0,0,7,2009,0,0,134900
1983,902201130,50,7,50,6000,1,0,3,0,3,0,2,20,2,2,0,1,3,7,1948,2002,1,1,8,8,0,0,2,3,4,4,3,1,6,651,1,0,494,864,1,4,1,5,679,504,0,1128,0,0,1,0,2,1,2,6,7,0,0,6,1958,1,1,308,3,3,2,0,176,0,0,0,0,0.0,0,0,0,6,2007,0,0,120000
196,903227020,50,7,50,6000,1,0,3,0,3,0,2,3,2,2,0,1,6,6,1940,1950,1,1,8,8,0,0,2,3,4,4,3,1,6,654,1,0,536,864,1,4,1,4,848,348,0,1128,1,0,1,1,3,1,2,6,7,2,4,6,1958,1,2,576,3,3,2,0,0,0,0,0,0,0.0,0,0,0,3,2010,0,0,128000
2012,903228080,50,7,60,6000,1,0,3,0,3,0,2,3,2,2,0,1,6,6,1941,1950,1,1,15,17,0,0,2,3,5,4,3,1,6,659,1,0,538,864,1,4,1,5,869,349,0,1131,0,0,1,1,3,1,2,6,7,1,4,6,1958,1,2,440,3,3,2,0,0,0,0,0,0,0.0,0,0,0,3,2007,0,0,131000
1976,902106070,50,7,50,6000,1,1,3,0,3,0,2,20,2,2,0,1,6,6,1927,1950,1,1,8,8,0,0,2,2,5,4,3,1,6,671,1,0,546,864,1,2,1,5,866,430,0,1131,0,0,2,0,3,1,2,6,7,0,0,6,1958,1,2,576,3,3,2,0,0,175,0,0,0,0.0,0,0,0,7,2007,0,0,127500
734,903226130,50,7,50,6000,1,0,3,0,3,0,2,3,2,2,0,1,4,6,1936,1950,1,1,8,8,0,0,2,2,5,4,3,1,6,673,1,0,610,864,1,2,1,5,757,567,0,1132,1,0,1,1,3,1,2,6,7,0,0,6,1958,1,1,240,3,3,2,0,0,0,0,0,0,0.0,0,0,0,7,2009,0,0,128000
706,902201110,50,7,50,6000,1,0,3,0,3,0,2,20,2,2,0,1,5,7,1950,1970,1,1,15,17,0,0,2,4,4,4,3,1,6,686,1,0,611,864,1,2,1,4,768,560,0,1132,1,0,1,0,3,1,2,6,7,0,0,6,1958,1,1,308,3,3,2,0,12,0,0,0,0,0.0,3,0,0,3,2009,0,0,129500
1339,903228060,50,7,50,6000,1,0,3,0,3,0,2,3,2,2,0,1,6,5,1939,1950,1,1,15,17,0,0,2,2,4,4,3,1,6,708,1,0,619,864,1,4,1,5,874,468,0,1133,0,0,1,0,2,2,2,7,7,1,4,6,1959,1,1,240,3,3,2,0,0,0,0,0,0,0.0,0,0,0,4,2008,0,0,105000
736,903227070,50,7,50,6000,1,0,3,0,3,1,2,3,2,2,0,1,5,8,1925,1997,1,1,15,17,0,0,2,2,5,4,3,1,6,718,1,0,624,864,1,4,1,5,884,464,0,1134,0,0,2,0,3,1,2,5,7,1,2,6,1959,1,1,216,3,3,0,0,0,208,0,0,0,0.0,0,0,0,5,2009,0,0,117000
737,903227090,50,7,50,6000,1,0,3,0,3,0,2,3,2,2,0,1,6,6,1939,1950,1,1,8,8,0,0,2,1,4,4,3,1,6,733,1,0,625,864,1,4,1,3,825,587,0,1134,1,0,1,0,4,1,2,6,7,1,4,6,1959,1,1,280,3,3,2,45,0,0,0,0,0,0.0,0,0,0,5,2009,0,0,132500
198,903228150,50,7,50,6000,1,0,3,0,3,0,2,3,2,2,0,1,6,7,1948,1950,1,1,15,17,0,0,2,2,4,4,3,1,6,744,1,0,660,864,1,2,1,5,780,636,0,1135,1,0,1,1,3,1,2,6,7,0,0,6,1959,1,1,312,3,3,1,221,0,48,0,0,0,0.0,0,0,0,3,2010,0,0,139900
1338,903228040,50,7,50,6000,1,0,3,0,3,0,2,3,2,2,0,1,6,7,1937,2000,1,1,15,17,0,0,2,3,5,4,3,1,6,793,1,0,941,864,1,4,1,5,825,672,0,1136,0,0,2,0,3,1,2,5,7,0,0,6,1959,1,1,672,3,3,2,272,0,0,0,0,0,0.0,4,0,0,5,2008,0,0,157000
213,904350045,50,5,65,6001,1,0,2,1,3,0,1,21,2,2,0,1,6,5,1940,1950,1,1,14,14,0,0,2,2,4,4,3,1,6,796,1,0,951,864,1,4,0,5,600,319,0,1136,1,0,1,0,3,1,2,5,7,0,0,6,1959,1,1,231,3,3,2,0,0,45,0,0,0,0.0,3,0,0,3,2010,0,0,95000
2236,910201110,50,7,50,6060,1,0,3,0,3,0,2,11,2,2,0,1,4,5,1939,1950,1,1,0,0,0,0,2,2,3,4,3,1,6,812,1,0,1043,864,1,3,1,5,772,351,0,1137,0,0,1,1,3,1,2,4,7,0,0,6,1959,1,1,264,3,3,1,0,0,140,0,0,0,0.0,3,0,0,6,2007,0,0,100000
2678,903231220,50,7,51,6120,1,0,3,0,3,0,2,3,2,2,0,1,3,5,1930,1950,1,1,0,0,0,0,2,2,4,4,3,1,6,851,1,0,1046,864,1,4,1,5,728,434,0,1140,0,0,1,1,3,1,2,6,7,0,0,6,1960,1,1,258,2,1,2,0,24,0,0,0,0,0.0,0,0,0,11,2006,7,1,75000
2017,903233030,50,7,51,6120,1,0,3,0,3,0,2,3,2,2,0,1,5,6,1926,1950,1,1,15,17,0,0,2,2,5,4,3,1,6,866,1,0,1194,864,1,3,1,4,903,378,0,1141,0,0,1,0,2,1,3,6,7,0,0,6,1960,1,2,379,3,3,2,25,0,0,0,0,0,0.0,0,0,0,8,2007,0,0,132500
2682,903233220,50,7,51,6120,1,0,3,0,3,0,2,3,2,2,0,1,5,7,1930,1984,1,1,8,8,0,0,2,3,5,4,3,1,6,955,1,0,1342,864,1,3,1,5,741,583,0,1141,1,0,1,0,3,1,3,7,7,0,0,6,1960,1,1,180,2,3,2,0,0,55,0,0,0,0.0,0,0,0,2,2006,0,0,110000
2010,903225040,50,7,50,6125,1,0,3,0,3,0,2,3,2,2,0,1,5,7,1939,1998,1,1,8,8,0,0,2,3,4,4,3,1,6,980,1,0,102,864,1,4,1,5,728,546,0,1142,0,0,1,0,3,1,2,6,7,0,0,6,1960,1,1,224,2,3,2,0,0,192,0,0,0,0.0,0,0,0,3,2007,1,0,135000
2857,909256020,50,5,51,6191,1,0,3,0,3,1,2,21,2,2,0,1,5,4,1941,1950,1,1,15,17,0,0,2,2,4,4,3,1,6,1098,1,0,189,864,1,2,0,5,824,464,0,1142,0,0,1,0,4,1,2,6,7,0,0,6,1960,1,1,240,3,3,2,0,0,0,0,0,0,0.0,0,0,0,11,2006,0,0,112000
2680,903232170,50,7,52,6240,1,0,3,0,3,0,2,3,2,2,0,1,4,5,1947,1950,1,1,0,0,0,0,2,2,2,4,3,1,6,881,1,0,638,864,1,3,0,5,672,240,0,1142,0,0,2,0,2,1,2,3,7,0,0,0,1961,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,7,2006,0,0,80500
199,903232190,50,7,52,6240,1,0,3,0,3,0,2,3,2,2,0,1,5,7,1936,1980,1,1,14,14,0,0,2,2,4,4,3,1,6,0,1,0,641,864,1,3,1,5,548,492,0,1142,1,0,1,0,2,1,2,5,7,0,0,6,1961,3,2,624,3,3,1,306,0,32,0,0,0,0.0,0,0,0,5,2010,0,0,123900
1343,903231080,50,7,52,6240,1,0,3,0,3,0,2,3,2,2,0,1,4,7,1929,1950,1,1,8,8,0,0,2,2,3,4,3,1,6,0,1,0,600,864,1,4,1,5,624,512,0,1143,0,0,2,0,2,1,2,6,7,0,0,6,1961,1,1,336,3,3,2,0,365,80,0,0,0,0.0,0,0,0,8,2008,0,0,123000
2676,903231070,50,7,52,6240,1,0,3,0,3,0,2,3,2,2,0,1,6,6,1934,1950,1,1,15,17,0,0,2,2,3,4,3,1,6,0,1,0,648,864,1,2,1,5,816,0,360,1143,0,0,1,0,3,1,2,6,7,1,4,6,1961,1,2,528,3,3,2,112,0,0,0,0,0,0.0,3,4,400,9,2006,0,0,114500
2015,903231180,50,7,52,6240,1,0,3,0,3,0,2,3,2,2,0,1,5,8,1939,1952,1,1,15,17,0,0,2,3,5,4,3,1,6,0,1,0,546,864,1,4,1,5,899,423,0,1143,0,0,1,0,4,1,2,7,7,0,0,6,1961,1,1,280,3,3,2,0,0,0,0,0,0,0.0,3,0,0,7,2007,0,0,132000
2020,903233180,50,7,52,6240,1,0,3,0,3,0,2,3,2,2,0,1,6,6,1931,1950,1,1,15,17,0,0,2,2,5,4,3,1,6,0,1,0,1290,864,1,2,1,4,959,408,0,1144,0,0,1,0,3,1,2,6,7,1,4,6,1961,1,1,560,3,3,2,0,0,0,0,120,0,0.0,0,0,0,11,2007,0,0,127500
2016,903232100,50,7,52,6240,1,0,3,0,3,0,2,3,2,2,0,1,5,7,1930,1992,1,1,15,17,0,0,2,2,5,0,3,1,6,0,1,0,728,869,1,4,1,5,1014,412,0,1144,1,0,1,1,3,1,2,6,7,1,4,6,1961,1,1,230,2,3,2,174,0,96,0,0,0,0.0,4,0,0,7,2007,0,0,131750
917,909253180,50,5,52,6292,1,0,3,0,3,0,2,21,2,2,0,1,7,7,1928,1950,1,1,15,17,0,0,2,2,5,0,3,1,6,41,1,0,871,870,1,3,1,5,877,600,0,1144,1,0,1,0,3,1,2,6,7,1,4,6,1962,1,1,216,3,3,2,0,50,0,0,0,0,0.0,0,0,0,8,2009,0,0,145000
906,909129090,50,4,70,6300,1,2,3,0,3,1,2,21,2,2,0,1,5,4,1938,1950,1,1,8,8,0,0,2,2,3,0,3,1,6,50,1,0,291,876,1,2,1,5,832,436,0,1144,1,0,1,0,3,1,2,7,7,2,4,3,1962,1,1,250,3,3,2,0,0,55,0,0,0,0.0,0,0,0,7,2009,0,1,160000
216,905101100,50,5,54,6342,1,0,3,0,3,0,2,22,1,2,0,1,5,8,1875,1996,1,1,14,14,0,0,2,3,4,0,3,1,6,81,1,0,329,876,1,3,0,5,780,240,0,1144,1,0,1,0,2,1,2,6,7,0,0,0,1962,0,0,0,0,0,0,0,0,176,0,0,0,0.0,0,0,0,5,2010,0,0,94000
197,903227150,50,7,53,6360,1,0,3,0,3,1,2,3,1,2,0,1,5,6,1942,1950,1,1,8,8,0,0,2,2,4,0,3,1,6,144,1,0,407,876,1,2,1,4,955,498,0,1145,0,0,1,1,3,1,3,7,5,2,2,6,1962,1,1,240,3,3,2,0,0,35,0,148,0,0.0,0,0,0,3,2010,0,0,132000
2734,905403050,50,5,62,6488,1,0,3,0,3,0,2,7,2,2,0,1,5,5,1942,1950,1,1,3,17,0,0,2,2,5,0,3,1,6,150,1,0,411,876,1,4,0,4,799,351,0,1145,0,0,1,0,3,1,2,6,4,2,3,4,1963,1,1,215,3,3,2,264,0,0,0,0,0,0.0,0,0,0,3,2006,0,4,128000
2200,909251040,50,5,51,6821,1,0,3,2,3,0,2,6,2,2,0,1,6,7,1921,2005,1,1,15,17,0,0,2,2,5,3,3,1,6,231,1,0,461,876,1,3,1,5,759,539,0,1145,0,0,1,0,2,1,2,8,7,1,4,6,1964,1,1,240,3,3,1,216,0,168,0,0,0,0.0,0,0,0,8,2007,0,0,146500
2834,908225180,50,5,56,6956,1,0,3,0,3,0,2,7,2,2,0,1,4,7,1948,1950,1,1,14,14,0,0,2,3,4,3,3,1,6,343,1,0,780,876,1,4,1,5,624,312,0,1148,0,0,1,0,3,1,2,5,7,0,0,2,1965,1,1,265,3,1,2,0,0,0,0,0,0,0.0,0,0,0,4,2006,0,0,97900
2068,905226080,50,5,70,6960,1,0,3,0,3,0,2,22,2,2,0,1,7,8,1940,1998,1,1,15,17,0,0,2,2,5,3,3,1,6,375,1,0,510,882,1,4,1,4,798,504,0,1148,1,0,1,0,2,1,3,6,7,2,4,2,1965,1,1,224,3,3,2,0,0,0,0,126,0,0.0,3,0,0,7,2007,0,0,165250
2233,910200110,50,7,50,7000,1,0,3,0,3,1,2,11,2,2,0,1,6,7,1940,1950,1,1,15,17,0,0,2,2,5,3,3,1,6,812,1,0,676,882,1,3,1,4,720,495,0,1150,0,0,1,0,3,1,3,6,7,0,0,6,1966,3,2,720,3,3,2,0,0,30,0,0,0,0.0,3,0,0,5,2007,0,0,141000
2874,910200060,50,7,50,7000,1,0,3,0,3,0,2,11,2,2,0,1,6,7,1926,1950,3,1,8,8,0,0,2,2,3,3,3,1,6,0,1,0,705,882,1,4,1,5,861,424,0,1150,0,0,1,0,3,1,2,6,7,0,0,6,1966,3,2,506,3,3,2,96,0,132,0,0,0,0.0,3,0,0,5,2006,0,0,145400
2595,535355100,50,5,50,7000,1,0,3,0,3,1,2,20,0,2,0,1,6,6,1924,1950,1,1,8,8,0,0,2,3,5,3,3,1,6,0,1,0,186,882,1,3,1,5,865,445,0,1150,1,0,1,0,2,1,2,6,6,0,0,2,1966,1,1,398,3,3,2,0,0,126,0,0,0,0.0,0,0,0,5,2006,4,0,112000
1365,903456130,50,7,62,7006,1,0,3,0,3,0,2,11,2,2,0,1,6,6,1925,1950,1,1,13,13,0,0,2,2,3,3,3,1,6,0,1,0,214,884,1,2,1,5,788,448,0,1152,0,0,1,1,3,1,2,6,7,1,4,6,1967,1,1,384,3,3,2,0,0,0,0,0,0,0.0,3,0,0,8,2008,0,4,127000
2600,535377100,50,5,60,7008,1,0,3,0,3,1,2,20,2,2,0,1,4,8,1900,1998,1,1,8,8,0,0,2,3,5,3,3,1,6,0,1,0,247,884,1,4,1,5,448,272,0,1152,0,0,2,1,1,1,1,5,7,0,0,2,1967,1,1,280,2,3,2,0,0,70,0,0,0,0.0,0,0,0,3,2006,0,0,86900
1277,535455090,50,5,60,7200,1,0,3,0,3,0,2,15,2,2,0,1,6,5,1954,1954,1,1,8,8,0,0,2,2,4,3,3,1,2,0,1,0,229,884,1,1,1,4,854,424,0,1152,0,0,1,1,4,1,2,6,7,0,0,2,1972,1,1,240,3,3,2,0,0,0,0,0,0,0.0,1,0,0,4,2008,0,0,127500
2695,903455090,50,7,60,7200,1,0,3,0,3,1,2,11,2,2,0,1,5,6,1938,1995,1,1,15,17,0,0,2,2,4,3,3,1,2,0,1,0,270,884,1,4,1,5,803,557,0,1152,0,0,1,1,2,1,3,6,7,0,0,6,1972,1,1,297,3,3,2,0,65,190,0,0,0,0.0,3,0,0,7,2006,0,0,125500
2558,534453150,50,5,92,7438,1,0,2,0,3,0,2,3,4,1,0,1,5,8,1908,1991,1,1,0,10,0,0,2,2,3,3,3,1,2,0,1,0,698,890,1,3,1,5,936,316,0,1152,0,0,2,1,3,1,2,5,7,0,0,2,1973,1,2,576,3,3,2,104,0,0,0,0,0,0.0,3,0,0,6,2006,0,0,127000
305,911128180,50,1,60,7500,1,0,3,0,3,0,2,11,2,2,0,1,4,4,1920,1950,1,1,8,8,0,0,2,3,4,3,3,1,0,0,1,0,386,892,1,2,1,4,698,430,0,1154,1,0,1,1,2,1,2,6,7,0,0,6,1974,2,2,528,3,3,2,30,0,164,0,0,0,0.0,0,0,0,4,2010,4,1,68400
2594,535354130,50,5,50,7500,1,0,3,0,3,0,2,15,2,2,0,1,6,6,1947,1950,1,1,14,14,0,0,2,2,4,3,3,1,0,0,1,0,275,894,1,4,1,4,900,412,0,1158,0,0,1,1,3,1,2,6,7,0,0,6,1974,1,2,649,3,3,2,0,28,0,0,0,0,0.0,0,0,0,10,2006,0,0,127000
1256,535375160,50,5,45,7506,1,0,3,0,3,1,2,20,2,2,0,1,5,8,1925,1950,1,1,14,14,0,0,2,3,3,3,3,1,0,0,1,0,305,894,1,2,1,5,747,412,0,1158,0,0,2,1,3,1,2,5,7,0,0,6,1974,1,1,288,2,3,0,84,0,96,0,0,0,0.0,0,0,0,5,2008,0,0,114000
2088,905480090,50,5,50,7550,1,0,3,0,3,0,2,7,2,2,0,1,4,5,1920,1950,2,1,8,8,0,0,2,1,5,3,3,1,0,0,1,0,384,894,2,1,0,5,986,376,0,1159,0,0,2,1,4,1,2,7,7,0,0,6,1975,1,1,280,2,3,1,0,0,0,0,0,0,0.0,3,0,0,3,2007,0,0,96000
2746,905480160,50,5,50,7585,1,0,3,0,3,0,2,7,0,2,0,1,5,3,1948,1950,1,1,8,8,0,0,2,2,4,3,3,1,0,0,1,0,408,894,1,1,1,4,1002,454,0,1162,0,0,2,1,4,1,2,7,7,1,3,6,1975,1,1,280,3,3,1,0,0,0,0,0,0,0.0,0,0,0,8,2006,0,0,91500
2204,909254090,50,5,55,7642,1,0,3,0,3,1,2,6,2,2,0,1,7,8,1918,1998,1,1,15,17,0,0,2,2,5,3,3,1,3,0,1,0,456,894,1,3,1,5,912,514,0,1162,1,0,1,1,3,1,3,7,7,1,4,6,1976,1,1,216,3,3,2,0,240,0,0,0,0,0.0,4,0,0,6,2007,0,0,189950
925,909278020,50,5,54,7681,1,0,2,0,3,3,2,6,2,2,0,1,5,6,1921,1950,1,1,15,17,0,0,2,2,5,3,3,1,3,0,1,0,461,894,1,4,1,5,820,523,0,1163,1,0,2,1,3,1,2,7,7,1,4,6,1976,1,1,186,2,3,2,192,0,102,0,0,0,0.0,0,0,0,7,2009,0,0,154900
2835,908227010,50,5,72,7822,1,0,3,1,3,1,2,7,0,2,0,1,6,3,1915,1950,1,1,0,0,0,0,2,1,5,3,3,1,3,0,1,0,702,894,1,2,1,3,846,492,0,1165,1,0,1,1,3,1,2,7,7,0,0,6,1977,1,2,528,3,3,0,0,0,208,0,0,0,0.0,4,0,0,5,2006,0,2,92000
1507,908250040,50,5,57,8050,1,0,3,0,3,0,2,7,2,2,0,1,5,8,1947,1993,1,1,8,8,0,0,2,3,2,3,3,1,3,0,1,0,784,894,1,3,1,5,929,208,0,1167,0,0,2,1,4,1,2,8,6,0,0,0,1980,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,4,2008,0,0,96000
1957,535450190,50,5,60,8064,1,0,3,0,3,1,2,15,0,2,0,1,5,7,1949,2006,1,1,8,8,0,0,2,3,4,3,3,1,3,0,1,0,798,894,1,4,1,5,672,252,0,1170,0,0,2,1,3,1,2,6,7,1,1,6,1980,1,2,576,3,3,2,0,0,0,0,0,0,0.0,3,4,2000,7,2007,0,0,122900
678,535450200,50,5,60,8064,1,0,3,0,3,0,2,15,0,2,0,1,6,5,1950,1950,1,1,15,17,0,0,2,2,4,3,3,1,3,0,1,0,1461,894,1,3,0,5,765,368,0,1173,0,0,1,1,3,1,2,5,7,0,0,6,1980,1,2,900,3,3,2,0,0,0,0,231,0,0.0,0,0,0,12,2009,4,1,128500
162,535450210,50,5,60,8064,1,0,3,0,3,0,2,15,0,2,0,1,6,8,1948,2004,1,1,16,15,0,0,2,2,4,3,3,1,3,0,1,0,354,894,1,2,1,5,816,408,0,1174,0,0,2,1,3,1,2,5,7,0,0,6,1980,1,1,280,3,3,2,414,0,0,0,0,0,0.0,2,0,0,5,2010,0,0,132000
1274,535454150,50,5,60,8064,1,0,3,0,3,0,2,15,0,2,0,1,6,6,1948,1950,1,1,15,17,0,0,2,2,4,3,3,1,3,0,1,0,312,896,1,4,1,5,819,501,0,1175,0,0,2,1,3,1,2,5,7,0,0,6,1980,1,2,576,3,3,2,108,0,0,0,0,0,0.0,2,0,0,9,2008,0,0,138000
687,535454160,50,5,60,8064,1,0,3,0,3,1,2,15,0,2,0,1,6,7,1948,1994,1,1,8,8,0,0,2,2,4,3,3,1,3,0,1,0,410,900,1,2,1,5,1064,0,431,1176,0,0,1,1,3,1,2,6,7,0,0,6,1980,1,2,576,3,3,2,180,36,0,0,0,0,0.0,0,0,0,8,2009,4,1,135000
1550,910203090,50,7,58,8155,1,0,3,0,3,0,2,11,2,2,0,1,5,7,1930,1950,1,1,15,17,0,0,2,2,4,3,3,1,3,0,1,0,213,901,1,3,1,4,780,420,0,1176,0,0,1,1,4,1,2,7,7,0,0,0,1981,0,0,0,0,0,2,0,0,96,0,0,0,0.0,0,0,0,7,2008,0,0,119000
2047,904301110,50,5,60,8160,1,0,3,0,3,0,2,7,2,2,0,1,5,6,1940,1950,1,1,8,8,0,0,2,2,5,3,3,1,3,16,1,0,104,901,1,1,0,3,756,378,0,1176,1,0,1,1,3,1,2,7,7,0,0,6,1981,1,1,240,3,3,1,0,0,0,0,0,0,0.0,0,0,0,4,2007,0,2,126000
1510,908275180,50,5,60,8172,1,0,3,0,3,0,2,7,2,2,0,1,4,6,1954,1972,1,1,8,8,0,0,2,2,3,3,3,1,3,16,1,0,188,901,1,4,1,5,997,473,0,1178,0,0,1,0,4,1,2,7,7,0,0,6,1983,1,1,548,3,3,2,0,0,0,0,156,0,0.0,0,0,0,5,2008,0,0,135000
904,909101100,50,5,45,8212,1,1,3,0,3,0,2,7,2,2,0,1,5,6,1941,1950,1,1,15,17,0,0,2,2,4,3,3,1,1,16,1,0,971,904,1,4,1,5,854,444,0,1179,0,0,1,0,3,1,2,6,7,2,4,6,1985,1,1,256,3,3,2,84,0,0,0,0,0,0.0,0,0,0,9,2009,0,0,122000
2841,909101050,50,5,45,8248,1,1,3,0,3,0,2,7,2,2,0,1,5,7,1918,1950,1,1,13,13,0,0,2,2,5,3,3,1,1,16,1,0,761,907,2,3,1,5,686,564,0,1179,1,0,1,0,3,1,1,7,7,0,0,6,1985,1,1,280,3,3,1,207,0,96,0,0,0,0.0,0,0,0,7,2006,0,0,116000
2842,909101080,50,5,45,8248,1,1,3,0,3,0,2,7,2,2,0,1,4,4,1922,1950,1,1,15,17,0,0,2,2,5,3,3,1,1,16,1,0,210,907,1,2,0,5,964,0,450,1183,0,0,1,0,3,1,2,8,7,1,4,0,1985,0,0,0,0,0,0,0,0,112,0,0,0,0.0,0,0,0,9,2006,4,1,83000
1397,905227050,50,5,63,8375,1,0,3,0,3,1,2,22,2,2,0,1,5,7,1941,1973,1,1,15,17,0,0,2,2,5,3,3,1,1,20,1,0,738,910,1,3,1,5,864,486,0,1183,1,0,1,0,2,1,3,6,6,0,0,1,1988,1,3,627,3,3,0,0,0,0,0,0,0,0.0,3,0,0,6,2008,0,0,152400
149,535180130,50,5,60,8382,1,0,3,0,3,0,2,15,2,2,0,1,4,5,1956,1956,1,1,8,8,0,0,2,2,4,3,3,1,1,20,1,0,784,910,1,2,1,4,832,505,0,1184,0,0,1,0,3,1,2,5,7,0,0,2,1988,1,1,263,3,3,2,0,0,0,0,0,0,0.0,0,0,0,2,2010,0,0,108000
