Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1299,902136110,50,RM,44,5914,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0,TA,TA,BrkTil,Gd,TA,No,GLQ,522,Unf,0,384,864,GasA,Gd,Y,SBrkr,684,396,0,1121,0,0,1,0,3,1,Gd,5,Typ,0,NA,NA,1957,NA,0,0,NA,NA,N,0,165,30,0,0,0,NA,NA,NA,0,9,2008,WD ,Normal,95000
710,902205030,50,RM,50,5925,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,6,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,Gd,TA,No,GLQ,539,Unf,0,396,864,Grav,Fa,N,SBrkr,600,368,0,1121,1,0,1,0,2,1,TA,6,Typ,0,NA,NA,1957,NA,0,0,NA,NA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,5,2009,WD ,Abnorml,37900
1985,902205020,50,RM,50,5925,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Gd,TA,No,GLQ,553,Unf,0,403,864,GasA,Gd,N,SBrkr,761,380,0,1123,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1957,Unf,1,252,Fa,Fa,Y,0,0,96,0,0,0,NA,NA,NA,0,5,2007,ConLw,Normal,85000
1546,910201130,50,RM,60,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,8,1940,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,No,GLQ,560,Unf,0,405,864,GasA,Gd,Y,SBrkr,760,330,0,1124,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1958,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2008,WD ,Normal,120000
195,903226160,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Gd,TA,No,GLQ,570,Unf,0,405,864,GasA,TA,Y,SBrkr,608,524,0,1125,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1958,Unf,1,240,TA,TA,Y,0,0,128,0,0,0,NA,MnPrv,NA,0,4,2010,WD ,Abnorml,134000
738,903228070,50,RM,60,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,Gd,TA,No,GLQ,600,Unf,0,405,864,GasA,Gd,Y,SBrkr,822,320,0,1126,0,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1958,Fin,1,320,TA,TA,Y,0,0,98,0,0,0,NA,NA,NA,0,6,2009,WD ,Normal,93000
1337,903227080,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,BrkTil,Gd,TA,No,GLQ,638,Unf,0,422,864,GasA,TA,Y,SBrkr,950,208,0,1127,0,0,1,0,3,1,TA,5,Typ,1,Gd,BuiltIn,1958,RFn,1,208,TA,TA,Y,0,0,112,0,0,0,NA,NA,NA,0,7,2008,WD ,Normal,120000
735,903226170,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Gd,TA,No,GLQ,648,Unf,0,444,864,GasA,TA,Y,SBrkr,786,390,0,1128,0,0,2,0,2,1,TA,4,Typ,0,NA,Detchd,1958,Unf,2,624,TA,TA,N,210,0,0,0,0,0,NA,NA,NA,0,7,2009,WD ,Normal,134900
1983,902201130,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,Gd,TA,No,GLQ,651,Unf,0,494,864,GasA,Ex,Y,SBrkr,679,504,0,1128,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1958,Unf,1,308,TA,TA,Y,0,176,0,0,0,0,NA,NA,NA,0,6,2007,WD ,Normal,120000
196,903227020,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,Gd,TA,No,GLQ,654,Unf,0,536,864,GasA,Ex,Y,FuseA,848,348,0,1128,1,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1958,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2010,WD ,Normal,128000
2012,903228080,50,RM,60,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,Gd,TA,No,GLQ,659,Unf,0,538,864,GasA,Ex,Y,SBrkr,869,349,0,1131,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1958,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2007,WD ,Normal,131000
1976,902106070,50,RM,50,6000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Gd,TA,No,GLQ,671,Unf,0,546,864,GasA,TA,Y,SBrkr,866,430,0,1131,0,0,2,0,3,1,TA,6,Typ,0,NA,Detchd,1958,Unf,2,576,TA,TA,Y,0,0,175,0,0,0,NA,NA,NA,0,7,2007,WD ,Normal,127500
734,903226130,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Gd,TA,No,GLQ,673,Unf,0,610,864,GasA,TA,Y,SBrkr,757,567,0,1132,1,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1958,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD ,Normal,128000
706,902201110,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Ex,CBlock,Gd,TA,No,GLQ,686,Unf,0,611,864,GasA,TA,Y,FuseA,768,560,0,1132,1,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1958,Unf,1,308,TA,TA,Y,0,12,0,0,0,0,NA,MnPrv,NA,0,3,2009,WD ,Normal,129500
1339,903228060,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Gd,TA,No,GLQ,708,Unf,0,619,864,GasA,Ex,Y,SBrkr,874,468,0,1133,0,0,1,0,2,2,TA,7,Typ,1,Gd,Detchd,1959,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2008,WD ,Normal,105000
736,903227070,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,No,GLQ,718,Unf,0,624,864,GasA,Ex,Y,SBrkr,884,464,0,1134,0,0,2,0,3,1,TA,5,Typ,1,Fa,Detchd,1959,Unf,1,216,TA,TA,N,0,0,208,0,0,0,NA,NA,NA,0,5,2009,WD ,Normal,117000
737,903227090,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,CBlock,Gd,TA,No,GLQ,733,Unf,0,625,864,GasA,Ex,Y,FuseF,825,587,0,1134,1,0,1,0,4,1,TA,6,Typ,1,Gd,Detchd,1959,Unf,1,280,TA,TA,Y,45,0,0,0,0,0,NA,NA,NA,0,5,2009,WD ,Normal,132500
198,903228150,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Gd,TA,No,GLQ,744,Unf,0,660,864,GasA,TA,Y,SBrkr,780,636,0,1135,1,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1959,Unf,1,312,TA,TA,P,221,0,48,0,0,0,NA,NA,NA,0,3,2010,WD ,Normal,139900
1338,903228040,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,Gd,TA,No,GLQ,793,Unf,0,941,864,GasA,Ex,Y,SBrkr,825,672,0,1136,0,0,2,0,3,1,TA,5,Typ,0,NA,Detchd,1959,Unf,1,672,TA,TA,Y,272,0,0,0,0,0,NA,GdPrv,NA,0,5,2008,WD ,Normal,157000
213,904350045,50,RL,65,6001,Pave,NA,IR1,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,No,GLQ,796,Unf,0,951,864,GasA,Ex,N,SBrkr,600,319,0,1136,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1959,Unf,1,231,TA,TA,Y,0,0,45,0,0,0,NA,MnPrv,NA,0,3,2010,WD ,Normal,95000
2236,910201110,50,RM,50,6060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,PConc,Gd,TA,No,GLQ,812,Unf,0,1043,864,GasA,Gd,Y,SBrkr,772,351,0,1137,0,0,1,1,3,1,TA,4,Typ,0,NA,Detchd,1959,Unf,1,264,TA,TA,P,0,0,140,0,0,0,NA,MnPrv,NA,0,6,2007,WD ,Normal,100000
2678,903231220,50,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,3,5,1930,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,CBlock,Gd,TA,No,GLQ,851,Unf,0,1046,864,GasA,Ex,Y,SBrkr,728,434,0,1140,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1960,Unf,1,258,Fa,Po,Y,0,24,0,0,0,0,NA,NA,NA,0,11,2006,ConLI,Abnorml,75000
2017,903233030,50,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,No,GLQ,866,Unf,0,1194,864,GasA,Gd,Y,FuseA,903,378,0,1141,0,0,1,0,2,1,Gd,6,Typ,0,NA,Detchd,1960,Unf,2,379,TA,TA,Y,25,0,0,0,0,0,NA,NA,NA,0,8,2007,WD ,Normal,132500
2682,903233220,50,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1984,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,Gd,TA,No,GLQ,955,Unf,0,1342,864,GasA,Gd,Y,SBrkr,741,583,0,1141,1,0,1,0,3,1,Gd,7,Typ,0,NA,Detchd,1960,Unf,1,180,Fa,TA,Y,0,0,55,0,0,0,NA,NA,NA,0,2,2006,WD ,Normal,110000
2010,903225040,50,RM,50,6125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1939,1998,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,Gd,TA,No,GLQ,980,Unf,0,102,864,GasA,Ex,Y,SBrkr,728,546,0,1142,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1960,Unf,1,224,Fa,TA,Y,0,0,192,0,0,0,NA,NA,NA,0,3,2007,CWD,Normal,135000
2857,909256020,50,RL,51,6191,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Gd,TA,No,GLQ,1098,Unf,0,189,864,GasA,TA,N,SBrkr,824,464,0,1142,0,0,1,0,4,1,TA,6,Typ,0,NA,Detchd,1960,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2006,WD ,Normal,112000
2680,903232170,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,Slab,Gd,TA,No,GLQ,881,Unf,0,638,864,GasA,Gd,N,SBrkr,672,240,0,1142,0,0,2,0,2,1,TA,3,Typ,0,NA,NA,1961,NA,0,0,NA,NA,N,0,0,0,0,0,0,NA,NA,NA,0,7,2006,WD ,Normal,80500
199,903232190,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1936,1980,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,No,GLQ,0,Unf,0,641,864,GasA,Gd,Y,SBrkr,548,492,0,1142,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1961,Fin,2,624,TA,TA,P,306,0,32,0,0,0,NA,NA,NA,0,5,2010,WD ,Normal,123900
1343,903231080,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,0,Unf,0,600,864,GasA,Ex,Y,SBrkr,624,512,0,1143,0,0,2,0,2,1,TA,6,Typ,0,NA,Detchd,1961,Unf,1,336,TA,TA,Y,0,365,80,0,0,0,NA,NA,NA,0,8,2008,WD ,Normal,123000
2676,903231070,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,Gd,TA,No,GLQ,0,Unf,0,648,864,GasA,TA,Y,SBrkr,816,0,360,1143,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1961,Unf,2,528,TA,TA,Y,112,0,0,0,0,0,NA,MnPrv,Shed,400,9,2006,WD ,Normal,114500
2015,903231180,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1939,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,Gd,TA,No,GLQ,0,Unf,0,546,864,GasA,Ex,Y,SBrkr,899,423,0,1143,0,0,1,0,4,1,TA,7,Typ,0,NA,Detchd,1961,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,7,2007,WD ,Normal,132000
2020,903233180,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,No,GLQ,0,Unf,0,1290,864,GasA,TA,Y,FuseA,959,408,0,1144,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1961,Unf,1,560,TA,TA,Y,0,0,0,0,120,0,NA,NA,NA,0,11,2007,WD ,Normal,127500
2016,903232100,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,NA,TA,No,GLQ,0,Unf,0,728,869,GasA,Ex,Y,SBrkr,1014,412,0,1144,1,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1961,Unf,1,230,Fa,TA,Y,174,0,96,0,0,0,NA,GdPrv,NA,0,7,2007,WD ,Normal,131750
917,909253180,50,RL,52,6292,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,NA,TA,No,GLQ,41,Unf,0,871,870,GasA,Gd,Y,SBrkr,877,600,0,1144,1,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1962,Unf,1,216,TA,TA,Y,0,50,0,0,0,0,NA,NA,NA,0,8,2009,WD ,Normal,145000
906,909129090,50,RH,70,6300,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,NA,TA,No,GLQ,50,Unf,0,291,876,GasA,TA,Y,SBrkr,832,436,0,1144,1,0,1,0,3,1,TA,7,Typ,2,Gd,Basment,1962,Unf,1,250,TA,TA,Y,0,0,55,0,0,0,NA,NA,NA,0,7,2009,WD ,Abnorml,160000
216,905101100,50,RL,54,6342,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,NA,TA,No,GLQ,81,Unf,0,329,876,GasA,Gd,N,SBrkr,780,240,0,1144,1,0,1,0,2,1,TA,6,Typ,0,NA,NA,1962,NA,0,0,NA,NA,N,0,0,176,0,0,0,NA,NA,NA,0,5,2010,WD ,Normal,94000
197,903227150,50,RM,53,6360,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,NA,TA,No,GLQ,144,Unf,0,407,876,GasA,TA,Y,FuseA,955,498,0,1145,0,0,1,1,3,1,Gd,7,Min2,2,Fa,Detchd,1962,Unf,1,240,TA,TA,Y,0,0,35,0,148,0,NA,NA,NA,0,3,2010,WD ,Normal,132000
2734,905403050,50,RL,62,6488,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,BrkTil,NA,TA,No,GLQ,150,Unf,0,411,876,GasA,Ex,N,FuseA,799,351,0,1145,0,0,1,0,3,1,TA,6,Mod,2,TA,BuiltIn,1963,Unf,1,215,TA,TA,Y,264,0,0,0,0,0,NA,NA,NA,0,3,2006,WD ,Family,128000
2200,909251040,50,RL,51,6821,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1921,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,GLQ,231,Unf,0,461,876,GasA,Gd,Y,SBrkr,759,539,0,1145,0,0,1,0,2,1,TA,8,Typ,1,Gd,Detchd,1964,Unf,1,240,TA,TA,P,216,0,168,0,0,0,NA,NA,NA,0,8,2007,WD ,Normal,146500
2834,908225180,50,RL,56,6956,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,GLQ,343,Unf,0,780,876,GasA,Ex,Y,SBrkr,624,312,0,1148,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1965,Unf,1,265,TA,Po,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2006,WD ,Normal,97900
2068,905226080,50,RL,70,6960,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,7,8,1940,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,GLQ,375,Unf,0,510,882,GasA,Ex,Y,FuseA,798,504,0,1148,1,0,1,0,2,1,Gd,6,Typ,2,Gd,Attchd,1965,Unf,1,224,TA,TA,Y,0,0,0,0,126,0,NA,MnPrv,NA,0,7,2007,WD ,Normal,165250
2233,910200110,50,RM,50,7000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,GLQ,812,Unf,0,676,882,GasA,Gd,Y,FuseA,720,495,0,1150,0,0,1,0,3,1,Gd,6,Typ,0,NA,Detchd,1966,Fin,2,720,TA,TA,Y,0,0,30,0,0,0,NA,MnPrv,NA,0,5,2007,WD ,Normal,141000
2874,910200060,50,RM,50,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1926,1950,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,GLQ,0,Unf,0,705,882,GasA,Ex,Y,SBrkr,861,424,0,1150,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1966,Fin,2,506,TA,TA,Y,96,0,132,0,0,0,NA,MnPrv,NA,0,5,2006,WD ,Normal,145400
2595,535355100,50,RL,50,7000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,TA,No,GLQ,0,Unf,0,186,882,GasA,Gd,Y,SBrkr,865,445,0,1150,1,0,1,0,2,1,TA,6,Min1,0,NA,Attchd,1966,Unf,1,398,TA,TA,Y,0,0,126,0,0,0,NA,NA,NA,0,5,2006,COD,Normal,112000
1365,903456130,50,RM,62,7006,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,PConc,TA,TA,No,GLQ,0,Unf,0,214,884,GasA,TA,Y,SBrkr,788,448,0,1152,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1967,Unf,1,384,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,8,2008,WD ,Family,127000
2600,535377100,50,RL,60,7008,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,8,1900,1998,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,TA,No,GLQ,0,Unf,0,247,884,GasA,Ex,Y,SBrkr,448,272,0,1152,0,0,2,1,1,1,Fa,5,Typ,0,NA,Attchd,1967,Unf,1,280,Fa,TA,Y,0,0,70,0,0,0,NA,NA,NA,0,3,2006,WD ,Normal,86900
1277,535455090,50,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,0,Unf,0,229,884,GasA,Fa,Y,FuseA,854,424,0,1152,0,0,1,1,4,1,TA,6,Typ,0,NA,Attchd,1972,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,NA,MnWw,NA,0,4,2008,WD ,Normal,127500
2695,903455090,50,RM,60,7200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,0,Unf,0,270,884,GasA,Ex,Y,SBrkr,803,557,0,1152,0,0,1,1,2,1,Gd,6,Typ,0,NA,Detchd,1972,Unf,1,297,TA,TA,Y,0,65,190,0,0,0,NA,MnPrv,NA,0,7,2006,WD ,Normal,125500
2558,534453150,50,RL,92,7438,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0,TA,TA,PConc,TA,TA,No,LwQ,0,Unf,0,698,890,GasA,Gd,Y,SBrkr,936,316,0,1152,0,0,2,1,3,1,TA,5,Typ,0,NA,Attchd,1973,Unf,2,576,TA,TA,Y,104,0,0,0,0,0,NA,MnPrv,NA,0,6,2006,WD ,Normal,127000
305,911128180,50,C (all),60,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,NA,0,Unf,0,386,892,GasA,TA,Y,FuseA,698,430,0,1154,1,0,1,1,2,1,TA,6,Typ,0,NA,Detchd,1974,RFn,2,528,TA,TA,Y,30,0,164,0,0,0,NA,NA,NA,0,4,2010,COD,Abnorml,68400
